PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,CITY_NAME,ACPTBL_POC_SW,CMPLNC_STUS_CD,SSA_CNTY_CD,CROSS_REF_PROVIDER_NUMBER,CRTFCTN_DT,ELGBLTY_SW,FAC_NAME,INTRMDRY_CARR_CD,MDCD_VNDR_NUM,ORGNL_PRTCPTN_DT,CHOW_PRIOR_DT,INTRMDRY_CARR_PRIOR_CD,PRVDR_NUM,RGN_CD,SKLTN_REC_SW,STATE_CD,SSA_STATE_CD,STATE_RGN_CD,ST_ADR,PGM_TRMNTN_CD,TRMNTN_EXPRTN_DT,CRTFCTN_ACTN_TYPE_CD,GNRL_CNTL_TYPE_CD,ZIP_CD,FIPS_STATE_CD,FIPS_CNTY_CD,CBSA_URBN_RRL_IND,CBSA_CD,AFFILIATED_PROVIDER_NUMBER_1,AFFILIATED_PROVIDER_NUMBER_2,AFFILIATED_PROVIDER_NUMBER_3,AFFILIATED_PROVIDER_NUMBER_4,AFFILIATED_PROVIDER_NUMBER_5,AFFILIATED_PROVIDER_NUMBER_6,Geography,Civilian noninstitutionalized population,Insured Estimate,Insured %,Privately Insured Estimate,Privately Insured Percent,Public or subsidized Coveraged,"
Public coverage 
 Percent",No health insurance coverage Estimate,No health insurance coverage Percent,Summary Level,County,Place,Geography.1,Total Civilian Noninstitutionalized Population,Avg orMedian age in years,Total Households Estimate,Prop Family households,Prop Nonfamily households,Average household size,Average family size,Gps living with gcs under 18 years,Prop  Gps caring for gc over 18,Number of Veterans,Veterans as Prop of population,Unemployed veterans Prop of labour force,Hispani or Latino,Hispanicor Latino Prop,White,White Prop,Black Estimate,Black Prop,Native American/Alaskan,Native American or Alaskan Prop,Asian,Asian Prop,Native Hawaiian/Pacific Islander,Native Hawaiian or Pacific Islander Prop,"Other Race Only, Not Hispanic or Latino","Other Race Only, Not Hispanic/Latino Prop","Two or more races alone, Not Hispanic or Latino Estimate","Two or more races alone, Not Hispanic or Latino Prop",Prop Native Born,Prop Foreign born,Prop of Foreign Born who are Naturalized U.S. citizen,Pop 5 years +,Pop 5 years + foreign language at home,Pop 5 years + with poor English,Unnamed: 0,lons,lats,names,grade,addresses,ZIP2
1,22,MURRIETA,N,NULL,430,NULL,19941129,N,UNIVERSAL HEALTH SERVICES OF RANCHO,NULL,NULL,19941129,NULL,NULL,05D0895061,9,Y,CA,5,LAB,25500 MEDICAL CENTER DRIVE,1,20160225,NULL,2,92562,6,65,U,40140,05D0573891,05D0867215,NULL,NULL,NULL,NULL,MURRIETA CITY,112612,106663,94.7,78619,69.8,38771,34.4,5949,5.3,160,65,50076,MURRIETA CITY,112612,34.9,32407,78.5,21.5,3.48,3.9,4768,28.1,8641,11,7,31866,28.1,58953,52,5007,4.4,310,0.3,10028,8.8,173,0.2,319,0.3,6660,5.9,86.6,13.4,71.6,104337,22,7.3,20,-117.1839316,33.5589878,RANCHO SPRINGS MEDICAL CENTER,a,"25500 MEDICAL CENTER DRIVE
                MURRIETA, CA 92562-5965",925625965
1,22,SACRAMENTO,N,NULL,440,NULL,19940608,N,MERCY GENERAL HOSPITAL-NUCLER MEDICINE,NULL,NULL,19940608,NULL,NULL,05D0887243,9,Y,CA,5,M2,4001 J STREET,8,20050102,NULL,1,95819,6,67,U,40900,NULL,NULL,NULL,NULL,NULL,NULL,SACRAMENTO COUNTY,1517379,1431560,94.3,990709,65.3,616821,40.7,85819,5.7,50,67,NULL,SACRAMENTO COUNTY,1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,166,-121.4524082,38.5702596,MERCY GENERAL HOSPITAL,c,"4001 J STREET
                SACRAMENTO, CA 95819-3600",958193600
1,22,SACRAMENTO,N,NULL,440,NULL,19940608,N,MERCY GENERAL HOSPITAL-NUCLER MEDICINE,NULL,NULL,19940608,NULL,NULL,05D0887243,9,Y,CA,5,M2,4001 J STREET,8,20050102,NULL,1,95819,6,67,U,40900,NULL,NULL,NULL,NULL,NULL,NULL,SACRAMENTO CITY,497785,469251,94.3,309514,62.2,211357,42.5,28534,5.7,160,67,64000,SACRAMENTO COUNTY,1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,166,-121.4524082,38.5702596,MERCY GENERAL HOSPITAL,c,"4001 J STREET
                SACRAMENTO, CA 95819-3600",958193600
1,22,SACRAMENTO,N,NULL,440,NULL,19940608,N,MERCY GENERAL HOSPITAL-NUCLER MEDICINE,NULL,NULL,19940608,NULL,NULL,05D0887243,9,Y,CA,5,M2,4001 J STREET,8,20050102,NULL,1,95819,6,67,U,40900,NULL,NULL,NULL,NULL,NULL,NULL,SACRAMENTO COUNTY,1517379,1431560,94.3,990709,65.3,616821,40.7,85819,5.7,50,67,NULL,SACRAMENTO CITY,497785,35.2,189193,59.5,40.5,2.61,3.34,11995,23.4,23020,6,6.8,141752,28.2,159291,31.7,67305,13.4,1918,0.4,93476,18.6,10127,2,2181,0.4,25840,5.1,77.7,22.3,54.2,466570,37.1,14.8,166,-121.4524082,38.5702596,MERCY GENERAL HOSPITAL,c,"4001 J STREET
                SACRAMENTO, CA 95819-3600",958193600
1,22,SACRAMENTO,N,NULL,440,NULL,19940608,N,MERCY GENERAL HOSPITAL-NUCLER MEDICINE,NULL,NULL,19940608,NULL,NULL,05D0887243,9,Y,CA,5,M2,4001 J STREET,8,20050102,NULL,1,95819,6,67,U,40900,NULL,NULL,NULL,NULL,NULL,NULL,SACRAMENTO CITY,497785,469251,94.3,309514,62.2,211357,42.5,28534,5.7,160,67,64000,SACRAMENTO CITY,497785,35.2,189193,59.5,40.5,2.61,3.34,11995,23.4,23020,6,6.8,141752,28.2,159291,31.7,67305,13.4,1918,0.4,93476,18.6,10127,2,2181,0.4,25840,5.1,77.7,22.3,54.2,466570,37.1,14.8,166,-121.4524082,38.5702596,MERCY GENERAL HOSPITAL,c,"4001 J STREET
                SACRAMENTO, CA 95819-3600",958193600
1,22,SAN DIEGO,N,NULL,470,NULL,19940614,N,MERCY HEALTHCARE SAN DIEGO/PRUDENT,NULL,NULL,19940614,NULL,NULL,05D0887514,9,Y,CA,5,LAB,4077 FIFTH AVENUE,1,19950315,NULL,2,92103,6,73,U,41740,NULL,NULL,NULL,NULL,NULL,NULL,SAN DIEGO COUNTY,3239196,2989604,92.3,2212713,68.3,1092039,33.7,249592,7.7,50,73,NULL,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,36,-117.1600534,32.7514518,SCRIPPS MERCY HOSPITAL OF SAN DIEGO,c,"4077 FIFTH AVENUE
                SAN DIEGO, CA 92103-2105",921032105
1,22,SAN DIEGO,N,NULL,470,NULL,19940712,N,KAISER FOUNDATION HOSPITAL ZION,NULL,NULL,19940712,NULL,NULL,05D0888685,9,Y,CA,5,M1,4647 ZION AVENUE,0,20200711,NULL,4,92120,6,73,U,41740,05D0668041,NULL,NULL,NULL,NULL,NULL,SAN DIEGO COUNTY,3239196,2989604,92.3,2212713,68.3,1092039,33.7,249592,7.7,50,73,NULL,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,31,-117.0951878,32.7913395,KAISER PERMANENTE SAN DIEGO MEDICAL CENTER,a,"4647 ZION AVENUE
                SAN DIEGO, CA 92120-2507",921202507
1,22,SAN DIEGO,N,NULL,470,NULL,19940614,N,MERCY HEALTHCARE SAN DIEGO/PRUDENT,NULL,NULL,19940614,NULL,NULL,05D0887514,9,Y,CA,5,LAB,4077 FIFTH AVENUE,1,19950315,NULL,2,92103,6,73,U,41740,NULL,NULL,NULL,NULL,NULL,NULL,SAN DIEGO CITY,1383566,1276584,92.3,958627,69.3,438662,31.7,106982,7.7,160,73,66000,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,36,-117.1600534,32.7514518,SCRIPPS MERCY HOSPITAL OF SAN DIEGO,c,"4077 FIFTH AVENUE
                SAN DIEGO, CA 92103-2105",921032105
1,22,SAN DIEGO,N,NULL,470,NULL,19940712,N,KAISER FOUNDATION HOSPITAL ZION,NULL,NULL,19940712,NULL,NULL,05D0888685,9,Y,CA,5,M1,4647 ZION AVENUE,0,20200711,NULL,4,92120,6,73,U,41740,05D0668041,NULL,NULL,NULL,NULL,NULL,SAN DIEGO CITY,1383566,1276584,92.3,958627,69.3,438662,31.7,106982,7.7,160,73,66000,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,31,-117.0951878,32.7913395,KAISER PERMANENTE SAN DIEGO MEDICAL CENTER,a,"4647 ZION AVENUE
                SAN DIEGO, CA 92120-2507",921202507
1,22,SAN DIEGO,N,NULL,470,NULL,19940614,N,MERCY HEALTHCARE SAN DIEGO/PRUDENT,NULL,NULL,19940614,NULL,NULL,05D0887514,9,Y,CA,5,LAB,4077 FIFTH AVENUE,1,19950315,NULL,2,92103,6,73,U,41740,NULL,NULL,NULL,NULL,NULL,NULL,SAN DIEGO COUNTY,3239196,2989604,92.3,2212713,68.3,1092039,33.7,249592,7.7,50,73,NULL,SAN DIEGO CITY,1383566,34.5,504208,60.2,39.8,2.74,3.4,31480,28.3,82562,7.5,5.7,429174,30.2,604167,42.6,82710,5.8,4009,0.3,237487,16.7,5949,0.4,5107,0.4,50885,3.6,74.1,25.9,55.4,1334830,40.6,14,36,-117.1600534,32.7514518,SCRIPPS MERCY HOSPITAL OF SAN DIEGO,c,"4077 FIFTH AVENUE
                SAN DIEGO, CA 92103-2105",921032105
1,22,SAN DIEGO,N,NULL,470,NULL,19940712,N,KAISER FOUNDATION HOSPITAL ZION,NULL,NULL,19940712,NULL,NULL,05D0888685,9,Y,CA,5,M1,4647 ZION AVENUE,0,20200711,NULL,4,92120,6,73,U,41740,05D0668041,NULL,NULL,NULL,NULL,NULL,SAN DIEGO COUNTY,3239196,2989604,92.3,2212713,68.3,1092039,33.7,249592,7.7,50,73,NULL,SAN DIEGO CITY,1383566,34.5,504208,60.2,39.8,2.74,3.4,31480,28.3,82562,7.5,5.7,429174,30.2,604167,42.6,82710,5.8,4009,0.3,237487,16.7,5949,0.4,5107,0.4,50885,3.6,74.1,25.9,55.4,1334830,40.6,14,31,-117.0951878,32.7913395,KAISER PERMANENTE SAN DIEGO MEDICAL CENTER,a,"4647 ZION AVENUE
                SAN DIEGO, CA 92120-2507",921202507
1,22,SAN DIEGO,N,NULL,470,NULL,19940614,N,MERCY HEALTHCARE SAN DIEGO/PRUDENT,NULL,NULL,19940614,NULL,NULL,05D0887514,9,Y,CA,5,LAB,4077 FIFTH AVENUE,1,19950315,NULL,2,92103,6,73,U,41740,NULL,NULL,NULL,NULL,NULL,NULL,SAN DIEGO CITY,1383566,1276584,92.3,958627,69.3,438662,31.7,106982,7.7,160,73,66000,SAN DIEGO CITY,1383566,34.5,504208,60.2,39.8,2.74,3.4,31480,28.3,82562,7.5,5.7,429174,30.2,604167,42.6,82710,5.8,4009,0.3,237487,16.7,5949,0.4,5107,0.4,50885,3.6,74.1,25.9,55.4,1334830,40.6,14,36,-117.1600534,32.7514518,SCRIPPS MERCY HOSPITAL OF SAN DIEGO,c,"4077 FIFTH AVENUE
                SAN DIEGO, CA 92103-2105",921032105
1,22,SAN DIEGO,N,NULL,470,NULL,19940712,N,KAISER FOUNDATION HOSPITAL ZION,NULL,NULL,19940712,NULL,NULL,05D0888685,9,Y,CA,5,M1,4647 ZION AVENUE,0,20200711,NULL,4,92120,6,73,U,41740,05D0668041,NULL,NULL,NULL,NULL,NULL,SAN DIEGO CITY,1383566,1276584,92.3,958627,69.3,438662,31.7,106982,7.7,160,73,66000,SAN DIEGO CITY,1383566,34.5,504208,60.2,39.8,2.74,3.4,31480,28.3,82562,7.5,5.7,429174,30.2,604167,42.6,82710,5.8,4009,0.3,237487,16.7,5949,0.4,5107,0.4,50885,3.6,74.1,25.9,55.4,1334830,40.6,14,31,-117.0951878,32.7913395,KAISER PERMANENTE SAN DIEGO MEDICAL CENTER,a,"4647 ZION AVENUE
                SAN DIEGO, CA 92120-2507",921202507
1,22,SAN FRANCISCO,N,NULL,480,NULL,19940926,N,SICU & MICU - ST MARY'S HOSPITAL,NULL,NULL,19940926,NULL,NULL,05D0892220,9,Y,CA,5,LAB,450 STANYAN STREET,1,20050116,NULL,1,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SAN FRANCISCO COUNTY,880097,848617,96.4,662633,75.3,262229,29.8,31480,3.6,50,75,NULL,SAN FRANCISCO COUNTY,880097,38.3,360323,47.6,52.4,2.4,3.17,N,N,21452,2.8,3.8,134705,15.2,355706,40.2,44460,5,1617,0.2,303501,34.3,3158,0.4,5267,0.6,35949,4.1,64.4,35.6,63.3,844517,44.3,19.5,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN FRANCISCO,N,NULL,480,NULL,19940926,N,SICU & MICU - ST MARY'S HOSPITAL,NULL,NULL,19940926,NULL,NULL,05D0892220,9,Y,CA,5,LAB,450 STANYAN STREET,1,20050116,NULL,1,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SAN FRANCISCO CITY,880097,848617,96.4,662633,75.3,262229,29.8,31480,3.6,160,75,67000,SAN FRANCISCO COUNTY,880097,38.3,360323,47.6,52.4,2.4,3.17,N,N,21452,2.8,3.8,134705,15.2,355706,40.2,44460,5,1617,0.2,303501,34.3,3158,0.4,5267,0.6,35949,4.1,64.4,35.6,63.3,844517,44.3,19.5,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN FRANCISCO,N,NULL,480,NULL,19940926,N,SICU & MICU - ST MARY'S HOSPITAL,NULL,NULL,19940926,NULL,NULL,05D0892220,9,Y,CA,5,LAB,450 STANYAN STREET,1,20050116,NULL,1,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SOUTH SAN FRANCISCO CITY,67378,62397,92.6,47888,71.1,21077,31.3,4981,7.4,160,81,73262,SAN FRANCISCO COUNTY,880097,38.3,360323,47.6,52.4,2.4,3.17,N,N,21452,2.8,3.8,134705,15.2,355706,40.2,44460,5,1617,0.2,303501,34.3,3158,0.4,5267,0.6,35949,4.1,64.4,35.6,63.3,844517,44.3,19.5,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN FRANCISCO,N,NULL,480,NULL,19940926,N,SICU & MICU - ST MARY'S HOSPITAL,NULL,NULL,19940926,NULL,NULL,05D0892220,9,Y,CA,5,LAB,450 STANYAN STREET,1,20050116,NULL,1,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SAN FRANCISCO COUNTY,880097,848617,96.4,662633,75.3,262229,29.8,31480,3.6,50,75,NULL,SAN FRANCISCO CITY,880097,38.3,360323,47.6,52.4,2.4,3.17,N,N,21452,2.8,3.8,134705,15.2,355706,40.2,44460,5,1617,0.2,303501,34.3,3158,0.4,5267,0.6,35949,4.1,64.4,35.6,63.3,844517,44.3,19.5,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN FRANCISCO,N,NULL,480,NULL,19940926,N,SICU & MICU - ST MARY'S HOSPITAL,NULL,NULL,19940926,NULL,NULL,05D0892220,9,Y,CA,5,LAB,450 STANYAN STREET,1,20050116,NULL,1,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SAN FRANCISCO CITY,880097,848617,96.4,662633,75.3,262229,29.8,31480,3.6,160,75,67000,SAN FRANCISCO CITY,880097,38.3,360323,47.6,52.4,2.4,3.17,N,N,21452,2.8,3.8,134705,15.2,355706,40.2,44460,5,1617,0.2,303501,34.3,3158,0.4,5267,0.6,35949,4.1,64.4,35.6,63.3,844517,44.3,19.5,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN FRANCISCO,N,NULL,480,NULL,19940926,N,SICU & MICU - ST MARY'S HOSPITAL,NULL,NULL,19940926,NULL,NULL,05D0892220,9,Y,CA,5,LAB,450 STANYAN STREET,1,20050116,NULL,1,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SOUTH SAN FRANCISCO CITY,67378,62397,92.6,47888,71.1,21077,31.3,4981,7.4,160,81,73262,SAN FRANCISCO CITY,880097,38.3,360323,47.6,52.4,2.4,3.17,N,N,21452,2.8,3.8,134705,15.2,355706,40.2,44460,5,1617,0.2,303501,34.3,3158,0.4,5267,0.6,35949,4.1,64.4,35.6,63.3,844517,44.3,19.5,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN FRANCISCO,N,NULL,480,NULL,19940926,N,SICU & MICU - ST MARY'S HOSPITAL,NULL,NULL,19940926,NULL,NULL,05D0892220,9,Y,CA,5,LAB,450 STANYAN STREET,1,20050116,NULL,1,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SAN FRANCISCO COUNTY,880097,848617,96.4,662633,75.3,262229,29.8,31480,3.6,50,75,NULL,SOUTH SAN FRANCISCO CITY,67378,40.7,20939,75.3,24.7,3.18,3.67,N,N,2312,4.3,0,21045,31.2,11492,17,1436,2.1,23,0,30274,44.9,693,1,0,0,2467,3.7,58.5,41.5,73.4,63484,59.5,22.9,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN FRANCISCO,N,NULL,480,NULL,19940926,N,SICU & MICU - ST MARY'S HOSPITAL,NULL,NULL,19940926,NULL,NULL,05D0892220,9,Y,CA,5,LAB,450 STANYAN STREET,1,20050116,NULL,1,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SAN FRANCISCO CITY,880097,848617,96.4,662633,75.3,262229,29.8,31480,3.6,160,75,67000,SOUTH SAN FRANCISCO CITY,67378,40.7,20939,75.3,24.7,3.18,3.67,N,N,2312,4.3,0,21045,31.2,11492,17,1436,2.1,23,0,30274,44.9,693,1,0,0,2467,3.7,58.5,41.5,73.4,63484,59.5,22.9,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN FRANCISCO,N,NULL,480,NULL,19940926,N,SICU & MICU - ST MARY'S HOSPITAL,NULL,NULL,19940926,NULL,NULL,05D0892220,9,Y,CA,5,LAB,450 STANYAN STREET,1,20050116,NULL,1,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SOUTH SAN FRANCISCO CITY,67378,62397,92.6,47888,71.1,21077,31.3,4981,7.4,160,81,73262,SOUTH SAN FRANCISCO CITY,67378,40.7,20939,75.3,24.7,3.18,3.67,N,N,2312,4.3,0,21045,31.2,11492,17,1436,2.1,23,0,30274,44.9,693,1,0,0,2467,3.7,58.5,41.5,73.4,63484,59.5,22.9,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN JOSE,N,NULL,530,05D0608006,19940713,N,GOOD SAMARITAN HOSP/CARDIAC CATH LAB,NULL,NULL,19940713,NULL,NULL,05D0888715,9,Y,CA,5,LAB,2425 SAMARITAN DRIVE,1,19960712,NULL,2,95124,6,85,U,41940,NULL,NULL,NULL,NULL,NULL,NULL,SAN JOSE CITY,1031513,982229,95.2,751317,72.8,312089,30.3,49284,4.8,160,85,68000,SAN JOSE CITY,1031513,36.8,321913,73.2,26.8,3.17,3.62,37817,13.2,26206,3.2,3.5,332603,32.1,267315,25.8,28126,2.7,1957,0.2,366134,35.4,4232,0.4,2869,0.3,32117,3.1,59.7,40.3,57.4,970923,57.5,24.8,215,-121.9463305,37.2520715,GOOD SAMARITAN HOSPITAL OF SAN JOSE,c,"2425 SAMARITAN DRIVE
                SAN JOSE, CA 95124-3997",951243997
1,22,SONOMA,N,NULL,590,05D0612446,19940614,N,SONOMA VALLEY HOSPITAL DISTRICT,NULL,NULL,19940614,NULL,NULL,05D0887560,9,Y,CA,5,LAB,347 ANDRIEUX ST,12,19951017,NULL,9,95476,6,97,U,42220,NULL,NULL,NULL,NULL,NULL,NULL,SONOMA COUNTY,500585,473956,94.7,359260,71.8,188638,37.7,26629,5.3,50,97,NULL,SONOMA COUNTY,500585,41.8,188829,63,37,2.63,3.24,8853,19.1,26819,6.6,1.6,136100,27,313301,62.1,8133,1.6,3324,0.7,20079,4,1755,0.3,5560,1.1,15965,3.2,83.3,16.7,43.1,478876,26.5,10.7,218,-122.4651441,38.2881092,SONOMA VALLEY HOSPITAL,c,"347 ANDRIEUX STREET
                SONOMA, CA 95476-6811",954766811
1,22,THOUSAND OAKS,N,A,660,NULL,20040308,Y,THOUSAND OAKS PATHOLOGY ASSOCIATES INC,2050,NULL,19940914,NULL,NULL,05D0891727,9,N,CA,5,M1,215 WEST JANSS ROAD,1,20050902,2,4,91360,6,111,U,37100,05D0559511,05D0544875,05D0675713,05D0060036,NULL,NULL,THOUSAND OAKS CITY,128543,124569,96.9,106927,83.2,35475,27.6,3974,3.1,160,111,78582,THOUSAND OAKS CITY,128543,43.6,46017,68.4,31.6,2.76,3.33,N,N,7296,7.3,0,22144,17.2,88558,68.7,1347,1,131,0.1,11452,8.9,68,0.1,336,0.3,4936,3.8,84.6,15.4,69.7,122385,20.6,5.9,141,-118.8830459,34.2077675,LOS ROBLES HOSPITAL AND MEDICAL CENTER,a,"215 WEST JANSS ROAD
                THOUSAND OAKS, CA 91360",91360
1,22,WATSONVILLE,N,NULL,540,NULL,19940307,N,AMER RED CROSS BLOOD SVCS N CA REG FCS,NULL,NULL,19940307,NULL,NULL,05D0883428,9,Y,CA,5,LAB,75 NIELSON STREET,12,19990330,NULL,2,95076,6,87,U,42100,05D0607126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,214,-121.7930016,36.9271746,WATSONVILLE COMMUNITY HOSPITAL,c,"75 NIELSON STREET
                WATSONVILLE, CA 95076-2468",950762468
1,22,LA MESA,N,NULL,470,NULL,19940423,N,GROSSMONT DONOR CENTER,NULL,NULL,19940423,NULL,NULL,05D0884511,9,Y,CA,5,LAB,5555 GROSSMONT CENTER DRIVE,12,19980402,NULL,3,91942,6,73,U,41740,05D0671677,05D0668540,05D0721961,05D0855778,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,-117.0064571,32.7806823,SHARP GROSSMONT HOSPITAL,b,"5555 GROSSMONT CENTER DRIVE
                LA MESA, CA 91942-3019",919423019
1,22,SAN RAFAEL,N,NULL,310,NULL,19940527,N,KAISER PERMANENTE MEDICAL CENTER RAD,NULL,NULL,19940527,NULL,NULL,05D0886824,9,Y,CA,5,LAB,99 MONTECILLO ROAD,33,19960526,NULL,10,94903,6,41,U,42034,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,245,-122.5552607,38.0045709,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,a,"99 MONTECILLO ROAD
                SAN RAFAEL, CA 94903-3308",949033308
1,22,WEST HILLS,N,NULL,200,05D0692655,19940722,N,WEST HILLS HOSPITAL & MEDICAL CENTER,NULL,NULL,19940722,NULL,NULL,05D0889249,9,Y,CA,5,LAB,7300 MEDICAL CENTER DRIVE,13,20100331,NULL,4,91307,6,37,U,31084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131,-118.6287791,34.2029255,WEST HILLS HOSPITAL AND MEDICAL CENTER,c,"7300 MEDICAL CENTER DRIVE
                WEST HILLS, CA 91307-1901",913071901
1,22,RANCHO MIRAGE,N,NULL,430,NULL,19941013,N,HAROLD L TARLETON MD INC,NULL,NULL,19941013,NULL,NULL,05D0893080,9,Y,CA,5,M1,39000 BOB HOPE DR,0,20201012,NULL,4,92270,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,-116.40063,33.7629019,EISENHOWER MEDICAL CENTER,a,"39000 BOB HOPE DRIVE
                RANCHO MIRAGE, CA 92270-3221",922703221
